id,idSportinglife,date,hour,time,name,place,track,age,amountRunners,description,oddP1,oddP2,oddP3,oddP4,oddP5,oddP6,oddP7,oddP8,oddP9,oddP10,oddP11,oddP12,oddP13,oddP14,oddP15,oddP16,oddP17,oddP18,oddP19,oddP20,oddP21,oddP1Dec,oddP2Dec,oddP3Dec,oddP4Dec,oddP5Dec,oddP6Dec,oddP7Dec,oddP8Dec,oddP9Dec,oddP10Dec,oddP11Dec,oddP12Dec,oddP13Dec,oddP14Dec,oddP15Dec,oddP16Dec,oddP17Dec,oddP18Dec,oddP19Dec,oddP20Dec,oddP21Dec,premiumP1,premiumP2,premiumP3,premiumP4,premiumP5,premiumP6,premiumP7,premiumP8,rideToFinish1,rideToFinish2,rideToFinish3,rideToFinish4,rideToFinish5,rideToFinish6,rideToFinish7,rideToFinish8,rideToFinish9,rideToFinish10,rideToFinish11,rideToFinish12,rideToFinish13,rideToFinish14,rideToFinish15,rideToFinish16,rideToFinish17,rideToFinish18,rideToFinish19,rideToFinish20,rideToFinish21,createdAt,updatedAt
403,559256,2020-01-09,12:45,1578584700000,"Bombardier British Hopped Amber Beer Handicap (Div 1)",Newcastle,ALLWEATHER,"4YO plus",9,"Double Martini (9/4), Curfewed (3/1), Bay Of Naples (11/2), Destroyer (8/1), Tarnhelm (9/1), Lukoutoldmakezebak (10/1), Strawberryandcream (12/1), Equidae (12/1), Macs Blessings (12/1), Kodiac Lass (50/1), Lady Carduros (N/A)",3.25,11,4,13,51,13,6.5,13,10,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9/4,10/1,3/1,12/1,50/1,12/1,11/2,12/1,9/1,8/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3493.0 GBP","1040.0 GBP","519.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP",2,9,5,6,8,4,1,7,10,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:35","2020-01-13 11:20:35"
404,559258,2020-01-09,13:20,1578586800000,"Bombardier British Hopped Amber Beer Handicap (Div 2)",Newcastle,ALLWEATHER,"4YO plus",11,"Proceeding (11/4), High Fort (7/2), Blazing Dreams (4/1), Jack Berry House (8/1), Newmarket Warrior (10/1), With Approval (12/1), Al Ozzdi (12/1), Daafr (16/1), Mango Chutney (25/1), Harlequin Dancer (33/1), Lord Rob (200/1)",5,4.5,26,11,13,13,3.75,9,17,34,201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4/1,7/2,25/1,10/1,12/1,12/1,11/4,8/1,16/1,33/1,200/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3493.0 GBP","1040.0 GBP","519.0 GBP","300.0 GBP","411.0 GBP",NULL,NULL,NULL,7,8,5,1,9,4,6,3,2,11,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:36","2020-01-13 11:20:36"
405,559260,2020-01-09,13:55,1578588900000,"Ladbrokes Where The Nation Plays Handicap",Newcastle,ALLWEATHER,"3YO only",5,"Bella Brazil (9/4), Bendy Spirit (9/4), Dark Regard (7/2), Winning Streak (13/2), Ayr Harbour (9/1)",10,3.25,4.5,3.25,7.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9/1,9/4,7/2,9/4,13/2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11027.0 GBP","3300.0 GBP","1650.0 GBP","826.0 GBP","411.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP",4,5,1,3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:36","2020-01-13 11:20:36"
406,559262,2020-01-09,14:25,1578590700000,"betyourway At Betway Handicap",Newcastle,ALLWEATHER,"4YO plus",11,"Tathmeen (5/1), Gowanbuster (5/1), Landing Night (6/1), Global Humor (6/1), Loulin (6/1), Indian Raj (7/1), Jan Van Hoof (10/1), Spirit Power (11/1), Big Lachie (12/1), Showu (50/1), Dazacam (200/1)",12,6,6,51,8,13,7,11,7,7,201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11/1,5/1,5/1,50/1,7/1,12/1,6/1,10/1,6/1,6/1,200/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4140.0 GBP","1232.0 GBP","616.0 GBP","308.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP",7,4,1,5,2,3,8,6,10,11,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:36","2020-01-13 11:20:36"
407,559264,2020-01-09,15:00,1578592800000,"Ladbrokes Home Of The Odds Boost Novice Stakes (Plus 10)",Newcastle,ALLWEATHER,"3YO only",10,"London Arch (15/8), Pitcher's Point (5/2), Lordofthehorizon (3/1), Velma (12/1), Salsada (14/1), Beechwood Jim Bob (14/1), Socially Shady (28/1), Betushka (40/1), Phoenix Strike (66/1), Pablo Hernandez (80/1)",2.88,15,3.5,15,4,41,13,81,29,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15/8,14/1,5/2,14/1,3/1,40/1,12/1,80/1,28/1,66/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5208.0 GBP","1550.0 GBP","774.0 GBP","387.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP",2,9,6,1,3,8,10,4,7,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:37","2020-01-13 11:20:37"
408,559266,2020-01-09,15:30,1578594600000,"Betway Play 4 To Score Handicap",Newcastle,ALLWEATHER,"4YO plus",14,"Corked (7/2), Mr Carbonator (4/1), Melgate Majeure (4/1), Thawry (6/1), Kodi Koh (12/1), Elysee Star (12/1), Just Once (12/1), Mrs Hoo (20/1), False Id (25/1), Sweet Marmalade (33/1), Lady Carduros (33/1), Jagerbond (40/1), Circuit (50/1), Hey Jazzy Lady (150/1)",4.5,34,5,13,7,13,51,5,21,26,41,13,34,151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/2,33/1,4/1,12/1,6/1,12/1,50/1,4/1,20/1,25/1,40/1,12/1,33/1,150/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3493.0 GBP","1040.0 GBP","519.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP",1,8,2,9,5,10,11,3,4,6,13,7,12,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:37","2020-01-13 11:20:37"
409,559676,2020-01-09,16:05,1578596700000,"Ladbrokes 'Play 1-2-Free' On Football Novice Stakes",Newcastle,ALLWEATHER,"3YO only",4,"Clareyblue (2/7), Anna Maria (15/2), Yukon Mission (8/1), Dream Game (22/1)",1.29,9,8.5,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2/7,8/1,15/2,22/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4140.0 GBP","1232.0 GBP","616.0 GBP","308.0 GBP",NULL,NULL,NULL,NULL,1,4,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:38","2020-01-13 11:20:38"
410,559247,2020-01-09,16:00,1578596400000,"Bet At totesport.com 'Hands & Heels' All-Weather Apprentice Handicap","Chelmsford City",POLYTRACK,"4YO plus",7,"Coviglia (2/1), Haddaf (5/2), One To Go (4/1), Casina Di Notte (5/1), Channel Packet (8/1), Kadrizzi (8/1), Fancy Flyer (14/1), Lunar Deity (25/1)",3.5,26,9,15,9,5,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5/2,25/1,8/1,14/1,8/1,4/1,2/1,5/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4916.0 GBP","1463.0 GBP","731.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP",1,7,8,4,5,3,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:38","2020-01-13 11:20:38"
411,559248,2020-01-09,16:30,1578598200000,"totepool Cashback Club At totesport.com Classified Stakes","Chelmsford City",POLYTRACK,"4YO plus",14,"Roca Magica (4/1), Theydon Spirit (4/1), Nicky Baby (9/2), Dukes Meadow (8/1), Sea Tea Dea (8/1), Essential (8/1), Fanny Chenal (10/1), No Approval (14/1), Mime Dance (20/1), Margaret J (20/1), Je M'En Fiche (25/1), Ramblow (33/1), Noble Gesture (33/1), Tilsworth Prisca (50/1)",5,9,9,5.5,21,5,21,51,11,15,34,26,9,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4/1,8/1,8/1,9/2,20/1,4/1,20/1,50/1,10/1,14/1,33/1,25/1,8/1,33/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2846.0 GBP","847.0 GBP","423.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP",11,1,12,7,6,13,5,14,3,8,10,4,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:38","2020-01-13 11:20:38"
412,559249,2020-01-09,17:00,1578600000000,"Extra Places At totesport.com Handicap","Chelmsford City",POLYTRACK,"4YO plus",10,"Avorisk Et Perils (11/4), Weloof (7/2), Brains (11/2), Roller (7/1), Parknacilla (7/1), Regulator (8/1), Turquoise Friendly (12/1), Kyllachy Dragon (12/1), Decoration Of War (20/1), Wild Animal (50/1)",6.5,4.5,3.75,9,8,13,8,13,21,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11/2,7/2,11/4,8/1,7/1,12/1,7/1,12/1,20/1,50/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2846.0 GBP","847.0 GBP","423.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP",2,9,7,5,1,10,6,4,8,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:39","2020-01-13 11:20:39"
413,559250,2020-01-09,17:30,1578601800000,"Irish Lotto At totesport.com Handicap","Chelmsford City",POLYTRACK,"3YO only",7,"Agent Shiftwell (8/13), Zulu Zander (4/1), Limaro Prospect (7/1), Augustus Caesar (9/1), Requiems Dream (16/1), Silver Start (33/1), Comeatchoo (50/1)",5,10,8,51,17,1.62,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4/1,9/1,7/1,50/1,16/1,8/13,33/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4916.0 GBP","1463.0 GBP","731.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP",2,1,6,7,4,3,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:40","2020-01-13 11:20:40"
414,559251,2020-01-09,18:00,1578603600000,"Bet In Play At totesport.com Handicap","Chelmsford City",POLYTRACK,"4YO plus",11,"Homesick Boy (11/4), Cheng Gong (10/3), Ezzrah (7/2), Social City (8/1), Ignatius (8/1), Mr Fox (14/1), Last Enchantment (14/1), Carvelas (16/1), Necoleta (20/1), Sexy Secret (33/1), Big Bang (66/1)",9,4.33,15,4.5,3.75,17,34,21,9,15,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8/1,10/3,14/1,7/2,11/4,16/1,33/1,20/1,8/1,14/1,66/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2846.0 GBP","847.0 GBP","423.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP",4,7,6,5,2,8,11,3,9,1,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:40","2020-01-13 11:20:40"
415,559252,2020-01-09,18:30,1578605400000,"Double Delight Hat-Trick Heaven At totesport.com Handicap","Chelmsford City",POLYTRACK,"4YO plus",11,"Phoenix Star (7/2), Brigand (9/2), Rivas Rob Roy (5/1), Classic Star (7/1), Viola Park (7/1), Sepahi (10/1), Penarth Pier (10/1), Ubla (11/1), Amor Fati (12/1), The British Lion (16/1), Amor Kethley (16/1), Cromwell (50/1)",8,17,5.5,12,4.5,6,17,13,8,11,51,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/1,16/1,9/2,11/1,7/2,5/1,16/1,12/1,7/1,10/1,50/1,10/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2846.0 GBP","847.0 GBP","423.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP",8,11,7,6,5,10,1,9,2,3,12,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:41","2020-01-13 11:20:41"
416,559253,2020-01-09,19:00,1578607200000,"Celebrate Birthdays And Anniversaries At CCR Novice Stakes","Chelmsford City",POLYTRACK,"3YO only",8,"Bright Melody (7/4), Arabian Moon (11/4), To Nathaniel (9/2), Royal Castle (6/1), Papa Power (12/1), Bobby The Great (16/1), Great Fengshui (33/1), Sea Bright (66/1)",2.75,3.75,5.5,7,13,17,67,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/4,11/4,9/2,6/1,12/1,16/1,66/1,33/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4948.0 GBP","1472.0 GBP","736.0 GBP","368.0 GBP",NULL,NULL,NULL,NULL,3,1,8,6,5,2,7,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:41","2020-01-13 11:20:41"
417,559046,2020-01-09,12:20,1578583200000,"Kilsheelan Mares Maiden Hurdle",Clonmel,TURF,"4YO plus",16,"Getaway Gorgeous (9/10), Uisce Solas (6/4), Flying Risk (13/8), Western Line (12/1), Cornerkova (14/1), Greenpanda (14/1), Golden Ode (25/1), Walk Me Home (33/1), Bye Bye Brussels (33/1), Chelseas Friend (33/1), Hopefully (40/1), I Do I Do (50/1), Gills Pet (66/1), Golden Treat (66/1), Vue En Seine (100/1), Krickett (100/1), Different Beat (100/1), Lambikin (100/1), Gimligonnabelucky (100/1)",2.5,1.9,67,101,41,13,15,101,67,15,101,34,34,101,51,101,0,0,0,NULL,NULL,6/4,9/10,66/1,100/1,40/1,12/1,14/1,100/1,66/1,14/1,100/1,33/1,33/1,100/1,50/1,100/1,25/1,13/8,33/1,NULL,NULL,"6600.0 EUR","2200.0 EUR","1100.0 EUR","551.0 EUR","330.0 EUR","220.0 EUR",NULL,NULL,3,1,5,17,16,9,11,7,15,2,12,18,10,8,6,13,0,0,0,NULL,NULL,"2020-01-13 11:20:41","2020-01-13 11:20:41"
418,559047,2020-01-09,12:50,1578585000000,"Lisronagh Handicap Hurdle (80-95)",Clonmel,TURF,"4YO plus",11,"Vitudurum (3/1), Mattie's Mountain (7/2), Still Alive (4/1), Walkers Point (8/1), She's Commanche (9/1), De Bennette (10/1), Working Capitol (14/1), Fly Round The Bend (14/1), Punches Pious (33/1), Analyse That (33/1), Silvretta Schwarz (50/1)",11,15,5,4.5,15,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10/1,14/1,4/1,7/2,14/1,50/1,3/1,8/1,33/1,33/1,9/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"6000.0 EUR","2000.0 EUR","1000.0 EUR","500.0 EUR","300.0 EUR","200.0 EUR",NULL,NULL,8,4,6,2,9,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:42","2020-01-13 11:20:42"
419,559048,2020-01-09,13:25,1578587100000,"Munster Hurdle",Clonmel,TURF,"5YO plus",4,"Tiger Tap Tap (1/2), Insult (9/4), Ferocious (12/1), Rightplacerightime (25/1)",1.5,13,26,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1/2,12/1,25/1,9/4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9000.0 EUR","3000.0 EUR","1500.0 EUR","750.0 EUR","450.0 EUR","300.0 EUR",NULL,NULL,4,2,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:42","2020-01-13 11:20:42"
420,559049,2020-01-09,14:00,1578589200000,"Monroe Maiden Hurdle",Clonmel,TURF,"5YO plus",17,"Lord Royal (4/5), Telmesomethinggirl (5/1), Favori Logique (6/1), Golden Nomad (8/1), One For Joe (9/1), Groody Rover (10/1), Fancy Foundations (10/1), Living's Boy An Co (14/1), No Grey Area's (25/1), Seanbhothar (25/1), Farmix (28/1), Russian Dancer (50/1), Exciting Oscar (50/1), Thespiritofeleanor (50/1), Not So Simple (66/1), Justice Jim (100/1), Quarry Royale (100/1), Chalky White (100/1), I Often Wonder (100/1), Funky Dady (100/1), Allez George (100/1)",1.8,29,10,26,67,7,101,101,51,101,6,101,51,0,0,0,0,0,0,0,0,4/5,28/1,9/1,25/1,66/1,6/1,100/1,100/1,50/1,100/1,5/1,100/1,50/1,14/1,8/1,50/1,100/1,10/1,100/1,10/1,25/1,"6600.0 EUR","2200.0 EUR","1100.0 EUR","551.0 EUR","330.0 EUR","220.0 EUR",NULL,NULL,14,11,16,15,8,12,7,9,10,2,18,6,3,0,0,0,0,0,0,0,0,"2020-01-13 11:20:43","2020-01-13 11:20:43"
421,559050,2020-01-09,14:30,1578591000000,"Tipperary Handicap Hurdle (80-102)",Clonmel,TURF,"4YO plus",16,"Fighting Fit (5/2), Crack On Corrie (5/1), Dos Gardenias (5/1), Western Rambler (8/1), Dressednblack (12/1), Peace N' Milan (12/1), Flash (12/1), Difficult Decision (16/1), My Newbrook Rose (16/1), Sabichi (16/1), Charlotte Wells (16/1), Spare Brakes (20/1), Chasing Charlie (20/1), Just Call Me (22/1), Stolen Moment (25/1), Kilkarney Mai (50/1), Brazen Bay (50/1)",17,21,26,13,17,51,6,17,9,13,13,6,21,51,0,0,0,NULL,NULL,NULL,NULL,16/1,20/1,25/1,12/1,16/1,50/1,5/1,16/1,8/1,12/1,12/1,5/1,20/1,50/1,22/1,16/1,5/2,NULL,NULL,NULL,NULL,"6600.0 EUR","2200.0 EUR","1100.0 EUR","551.0 EUR","330.0 EUR","220.0 EUR",NULL,NULL,4,1,11,13,9,16,12,17,8,2,7,3,10,15,0,0,0,NULL,NULL,NULL,NULL,"2020-01-13 11:20:44","2020-01-13 11:20:44"
422,559051,2020-01-09,15:05,1578593100000,"Jossestown Handicap Chase (0-109)",Clonmel,TURF,"4YO plus",7,"Benefit Run (11/4), Trumps Ace (4/1), Bridge Native (4/1), Lovely Carrig (5/1), Bee A Beneficiary (6/1), Port Rashid (7/1), The Broom Squire (33/1)",5,5,7,3.75,8,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4/1,4/1,6/1,11/4,7/1,5/1,33/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7199.0 EUR","2400.0 EUR","1200.0 EUR","601.0 EUR","360.0 EUR","240.0 EUR",NULL,NULL,5,2,3,1,4,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:44","2020-01-13 11:20:44"
423,559052,2020-01-09,15:35,1578594900000,"Rathronan Maiden Hunters Chase",Clonmel,TURF,"5YO plus",14,"Some Man (6/4), Complete Sizing (7/2), Holycross Lito (4/1), Saint Benedict (12/1), Morningside (12/1), Kilgorey (16/1), Walshestown (16/1), Rosfoyle (20/1), Kildrum (20/1), Cosmic Flight (22/1), Steelers Appeal (25/1), Like A Demon (33/1), Kilcolman Dj (33/1), Concrete King (50/1), Call It Time (50/1), Fanahans Well (50/1), Presenting Europe (66/1)",2.5,13,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,6/4,12/1,50/1,50/1,50/1,33/1,16/1,20/1,16/1,66/1,22/1,4/1,20/1,25/1,33/1,7/2,12/1,NULL,NULL,NULL,NULL,"6000.0 EUR","2000.0 EUR","1000.0 EUR","500.0 EUR","300.0 EUR","200.0 EUR",NULL,NULL,10,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"2020-01-13 11:20:45","2020-01-13 11:20:45"
424,559255,2020-01-09,13:10,1578586200000,"Groby Novices' Handicap Chase",Leicester,TURF,"5YO plus",10,"Saint De Vassy (7/2), Bonne Question (4/1), Massini Man (5/1), Wenceslaus (11/2), Lough Har (6/1), Shanroe Tic Tec (7/1), Leskinfere (16/1), Arcade Attraction (16/1), Corri Lindo (20/1), Sam Chisolm (25/1)",0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16/1,11/2,16/1,5/1,4/1,7/1,25/1,6/1,20/1,7/2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"6108.0 GBP","1794.0 GBP","897.0 GBP","448.0 GBP","350.0 GBP","350.0 GBP","350.0 GBP","350.0 GBP",0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:46","2020-01-13 11:20:46"
425,559257,2020-01-09,13:45,1578588300000,"Dove Selling Hurdle",Leicester,TURF,"4YO plus",7,"Wells De Lune (9/4), Ballyellis (5/2), Blow By Blow (3/1), Percy (13/2), Souriyan (8/1), Never Equalled (16/1), The Jugopolist (100/1)",0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16/1,100/1,3/1,9/4,8/1,13/2,5/2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4809.0 GBP","1412.0 GBP","706.0 GBP","353.0 GBP","350.0 GBP","350.0 GBP","350.0 GBP","350.0 GBP",0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:47","2020-01-13 11:20:47"
426,559259,2020-01-09,14:15,1578590100000,"Charnwood Forest Mares' Chase (Listed)",Leicester,TURF,"5YO plus",6,"Litterale Ci (13/8), The Bay Birch (9/4), Northern Beau (5/2), Holly Flight (12/1), Little Light (16/1), Hope's Wishes (66/1)",0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9/4,5/2,13/8,16/1,12/1,66/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"17085.0 GBP","6411.0 GBP","3210.0 GBP","1599.0 GBP","804.0 GBP","402.0 GBP",NULL,NULL,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:47","2020-01-13 11:20:47"
427,559261,2020-01-09,14:50,1578592200000,"Chieftain Handicap Hurdle",Leicester,TURF,"4YO plus",10,"Lightly Squeeze (13/8), Miah Grace (4/1), Present From Dubai (13/2), Darkest Day (8/1), Demon D'Aunou (8/1), Top Gamble (10/1), Et Moi Alors (12/1), Farmer Boy (20/1), Serosevsky (25/1), Fukuto (50/1)",0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50/1,20/1,8/1,12/1,13/2,8/1,13/8,25/1,10/1,4/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8058.0 GBP","2366.0 GBP","1183.0 GBP","591.0 GBP","350.0 GBP","350.0 GBP","350.0 GBP","350.0 GBP",0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:48","2020-01-13 11:20:48"
428,559263,2020-01-09,15:20,1578594000000,"Hose Thorns Handicap Chase",Leicester,TURF,"5YO plus",11,"Hurricane Arcadio (5/2), Quantum Of Solace (7/2), Apple Mack (5/1), Picknick Park (6/1), Cagliostro (8/1), Solid Strike (14/1), Fairy Pol (14/1), Gustav (16/1), Sunny Ledgend (20/1), Midnight Owle (25/1), Pierlow (33/1)",0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14/1,8/1,6/1,14/1,5/2,33/1,20/1,16/1,5/1,25/1,7/2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"6758.0 GBP","1984.0 GBP","992.0 GBP","496.0 GBP","350.0 GBP","350.0 GBP","350.0 GBP","350.0 GBP",0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:48","2020-01-13 11:20:48"
429,559265,2020-01-09,15:55,1578596100000,"Leicester Annual Badge Holders Novices' Hurdle",Leicester,TURF,"4YO plus",8,"Stolen Silver (4/9), Eau Top (13/2), Time For Another (8/1), Table Mountain (12/1), Mamdood (16/1), Rob Royal (25/1), Click And Collect (33/1), Pirate Sam (50/1)",0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25/1,13/2,33/1,12/1,8/1,50/1,16/1,4/9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"6758.0 GBP","1984.0 GBP","992.0 GBP","496.0 GBP",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:48","2020-01-13 11:20:48"
