id,idSportinglife,date,hour,time,name,place,track,age,amountRunners,description,oddP1,oddP2,oddP3,oddP4,oddP5,oddP6,oddP7,oddP8,oddP9,oddP10,oddP11,oddP12,oddP13,oddP14,oddP15,oddP16,oddP17,oddP18,oddP19,oddP20,oddP21,oddP1Dec,oddP2Dec,oddP3Dec,oddP4Dec,oddP5Dec,oddP6Dec,oddP7Dec,oddP8Dec,oddP9Dec,oddP10Dec,oddP11Dec,oddP12Dec,oddP13Dec,oddP14Dec,oddP15Dec,oddP16Dec,oddP17Dec,oddP18Dec,oddP19Dec,oddP20Dec,oddP21Dec,premiumP1,premiumP2,premiumP3,premiumP4,premiumP5,premiumP6,premiumP7,premiumP8,rideToFinish1,rideToFinish2,rideToFinish3,rideToFinish4,rideToFinish5,rideToFinish6,rideToFinish7,rideToFinish8,rideToFinish9,rideToFinish10,rideToFinish11,rideToFinish12,rideToFinish13,rideToFinish14,rideToFinish15,rideToFinish16,rideToFinish17,rideToFinish18,rideToFinish19,rideToFinish20,rideToFinish21,createdAt,updatedAt
28,560191,2020-01-12,18:25,1578864300000,"Prix D'agnano - Attele",Cagnes-sur-Mer,TURF,"5YO to 8YO",10,"Emiliana (5/2), Diolida De Celland (11/4), Diner A La Grave (5/1), Folgado (11/2), Chrono Atout (6/1), Fort Galaa (10/1), Easy Turgot (16/1), Echo Du Palais (16/1), Ejoce Jisce (20/1), Eturn Money (40/1)",3.5,6.5,6,17,7,41,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5/2,11/2,5/1,16/1,6/1,40/1,11/4,10/1,16/1,20/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11970.0 EUR","3800.0 EUR","1900.0 EUR","1330.0 EUR",NULL,NULL,NULL,NULL,8,1,9,5,10,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:40","2020-01-13 11:17:40"
29,560201,2020-01-12,10:40,1578836400000,"De Theze Stakes",Pau,FIBRESAND,"4YO only",5,"I Am A Dream (1/1), Albir (9/4), Maximus Xander (5/1), Old Fashioned (15/2), Bergassana (12/1)",6,8.5,3.25,13,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5/1,15/2,9/4,12/1,1/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11340.0 EUR","3600.0 EUR","1800.0 EUR","1260.0 EUR",NULL,NULL,NULL,NULL,3,2,1,5,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:41","2020-01-13 11:17:41"
30,560202,2020-01-12,11:10,1578838200000,"J.h. Wright Chase",Pau,TURF,"6YO plus",7,"Net Lady (4/6), Blason D'Or (15/8), Vanesse (12/1), Videpoche (12/1), Cosmic Power (16/1), Catsou Des Maj (33/1), Vlo D'Arsa (40/1)",2.88,1.67,13,13,17,34,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15/8,4/6,12/1,12/1,16/1,33/1,40/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"23940.0 EUR","7600.0 EUR","3800.0 EUR","2660.0 EUR",NULL,NULL,NULL,NULL,5,2,7,3,1,6,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:41","2020-01-13 11:17:41"
31,560203,2020-01-12,11:40,1578840000000,"D'urt Chase",Pau,TURF,"6YO plus",7,"Danse Avec Jersey (4/6), Dollar Des Mottes (2/1), Eh Georges (4/1), En Avant Bayonne (12/1), East Of The Valley (14/1), Extra Lida (14/1), Espoir Du Turf (18/1), Dame Sacre (33/1)",1.67,3,15,15,19,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4/6,2/1,14/1,14/1,18/1,4/1,12/1,33/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"20790.0 EUR","6600.0 EUR","3300.0 EUR","2310.0 EUR",NULL,NULL,NULL,NULL,5,1,3,2,4,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:41","2020-01-13 11:17:41"
32,560204,2020-01-12,12:10,1578841800000,"Gontaut-biron Hurdle",Pau,TURF,"4YO only",7,"Meridien (5/4), Normandy Dela Vega (7/2), Wakisashi One (9/2), Caroubier (7/1), Mokoia (8/1), Pinaclouddown (11/1), Pepito Du Rheu (20/1)",8,5.5,4.5,12,2.25,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/1,9/2,7/2,11/1,5/4,20/1,8/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"22050.0 EUR","7000.0 EUR","3500.0 EUR","2450.0 EUR",NULL,NULL,NULL,NULL,5,6,1,4,3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:42","2020-01-13 11:17:42"
33,560205,2020-01-12,12:43,1578843780000,"De Morlaas Claiming Hurdle",Pau,TURF,"4YO only",9,"Tzar Royal (15/8), Koregaon Park (2/1), Garmorik (9/2), Purple Light (13/2), Grey Hurley (10/1), No Border (12/1), Salut Mylord (25/1), Joachim (28/1), Tothemoonbareliere (28/1)",3,5.5,2.88,7.5,11,13,26,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2/1,9/2,15/8,13/2,10/1,12/1,25/1,28/1,28/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11340.0 EUR","3600.0 EUR","1800.0 EUR","1260.0 EUR",NULL,NULL,NULL,NULL,7,3,1,6,2,4,8,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:42","2020-01-13 11:17:42"
34,560206,2020-01-12,13:17,1578845820000,"A. De Taillac Hurdle",Pau,TURF,"5YO plus",6,"Autocrat (11/10), Garasil (15/8), Julie Du Puy Noir (6/1), Saintrac (9/1), Dianakova (16/1), Duc De Meran (20/1)",2.1,7,21,2.88,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11/10,6/1,20/1,15/8,9/1,16/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"30240.0 EUR","9600.0 EUR","4800.0 EUR","3360.0 EUR",NULL,NULL,NULL,NULL,1,4,5,2,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:43","2020-01-13 11:17:43"
35,560207,2020-01-12,13:52,1578847920000,"Montaut Claiming Handicap",Pau,FIBRESAND,"5YO plus",9,"Brick Is Back (13/8), Sandoside (9/2), Lodi (11/2), Malte Brun (7/1), Spirit Of Eagle (15/2), Art Of Zapping (8/1), Golden Friends (10/1), Gerboise Verte (16/1), Pole Celeste (18/1)",6.5,17,19,5.5,11,9,8.5,8,2.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11/2,16/1,18/1,9/2,10/1,8/1,15/2,7/1,13/8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8820.0 EUR","2801.0 EUR","1400.0 EUR","980.0 EUR",NULL,NULL,NULL,NULL,2,7,1,6,9,4,8,3,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:43","2020-01-13 11:17:43"
36,560208,2020-01-12,14:32,1578850320000,"De Lagor Handicap",Pau,FIBRESAND,"4YO plus",14,"Ayounor (10/3), Loquen (5/1), Sainte Colere (5/1), Mordan (8/1), Misty Cat (9/1), City Gent (11/1), Qayes (12/1), Ocamonte (12/1), Efferatus (12/1), Diamond City (14/1), Generalife (18/1), Becquamis (25/1), Spirit Quartz (25/1), Kentish Waltz (33/1)",4.33,6,12,9,10,13,13,26,15,26,13,6,19,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10/3,5/1,11/1,8/1,9/1,12/1,12/1,25/1,14/1,25/1,12/1,5/1,18/1,33/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13230.0 EUR","4200.0 EUR","2100.0 EUR","1470.0 EUR",NULL,NULL,NULL,NULL,9,8,5,2,6,10,4,11,3,7,12,1,13,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:44","2020-01-13 11:17:44"
37,560192,2020-01-12,12:25,1578842700000,"Prix De Cherbourg - Monte",Vincennes,TURF,"5YO only",8,"Fakir Bonnetiere (2/5), Francois Di Scorza (5/1), Fortuno De Viette (17/2), Fakir Des Manis (10/1), Filou D'anjou (16/1), Flamenco Jiel (22/1), French Lover (25/1), Face A Moi (40/1)",1.4,9.5,26,11,17,23,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2/5,17/2,25/1,10/1,16/1,22/1,5/1,40/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"23940.0 EUR","7600.0 EUR","3800.0 EUR","2660.0 EUR",NULL,NULL,NULL,NULL,6,4,7,5,3,2,8,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:44","2020-01-13 11:17:44"
38,560193,2020-01-12,13:00,1578844800000,"Prix Gelinotte Wedge Institute - Attele",Vincennes,TURF,"3YO only",12,"Havana D'aurcy (4/6), Havanaise (4/1), Heroine Darling (6/1), Harmony Love (9/1), Harrah Dibah (12/1), Hells Bells (20/1), Hope On Victory (25/1), Hora Beji (28/1), Hermine Girl (40/1), Habile Gede (40/1), Hirondelle Sibey (50/1), Halowie Renardier (66/1)",1.67,29,7,41,51,67,13,10,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4/6,28/1,6/1,40/1,50/1,66/1,12/1,9/1,25/1,20/1,40/1,4/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"63000.0 EUR","20000.0 EUR","10000.0 EUR","7000.0 EUR",NULL,NULL,NULL,NULL,12,9,3,5,6,10,8,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:44","2020-01-13 11:17:44"
39,560194,2020-01-12,13:35,1578846900000,"Prix Case Ih (prix De Toulouse)  - Attele",Vincennes,TURF,"7YO only",15,"Doux Parfum (11/4), Dolce D'ebane (7/2), Django Du Bocage (9/2), Domino Dream (7/1), Dream Cash (15/2), Datcha (9/1), Dreamer Boy (12/1), Destin Carisaie (16/1), Diguedor (18/1), Danae De Corbery (18/1), Dolly Du Quesne (28/1), Dancing Love (50/1), Deganawidah (66/1), Drole D'espoir (66/1), Dauphin Du Maxfran (125/1)",8,4.5,13,19,5.5,51,29,67,67,126,17,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,7/1,7/2,12/1,18/1,9/2,50/1,28/1,66/1,66/1,125/1,16/1,9/1,15/2,11/4,18/1,NULL,NULL,NULL,NULL,NULL,NULL,"27090.0 EUR","8600.0 EUR","4300.0 EUR","3010.0 EUR",NULL,NULL,NULL,NULL,6,4,8,3,14,13,2,9,12,1,11,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:45","2020-01-13 11:17:45"
40,560195,2020-01-12,14:15,1578849300000,"Grand Prix De Belgique  - Attele",Vincennes,TURF,"6YO to 9YO",15,"Belina Josselyn (2/1), Enino Du Pommereux (11/4), Uza Josselyn (6/1), Tony Gio (17/2), Carat Williams (10/1), Detroit Castelets (12/1), Erminig D'Oliverie (14/1), Alcoy (18/1), Excellent (18/1), Epic Julry (22/1), Delia Du Pommereux (28/1), Davidson Du Pont (40/1), Looking Superb (40/1), Dijon (50/1), Estola (66/1)",3,3.75,41,15,29,41,7,13,11,9.5,23,67,19,51,0,NULL,NULL,NULL,NULL,NULL,NULL,2/1,11/4,40/1,14/1,28/1,40/1,6/1,12/1,10/1,17/2,22/1,66/1,18/1,50/1,18/1,NULL,NULL,NULL,NULL,NULL,NULL,"69300.0 EUR","22000.0 EUR","11000.0 EUR","7700.0 EUR",NULL,NULL,NULL,NULL,15,7,10,11,8,6,14,5,13,9,2,3,1,12,0,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:45","2020-01-13 11:17:45"
41,560196,2020-01-12,14:50,1578851400000,"Prix De Riberac  - Attele",Vincennes,TURF,"4YO only",15,"Greyline (3/1), Gondole Jenilou (7/2), Garibaldi (6/1), Goldy Mary (7/1), Glorissima (8/1), Gelati Cut (10/1), Guerilla De Simm (10/1), Gamin Des Perdrix (11/1), Gaia Olmenhof (18/1), Gloria Berry (22/1), Garincha Sport (22/1), Galaxie Du Goutier (28/1), Godfather (33/1), Gilmour (50/1), Gabiano (100/1)",7,11,29,8,51,19,23,11,4,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,6/1,10/1,28/1,7/1,50/1,18/1,22/1,10/1,3/1,7/2,33/1,8/1,100/1,22/1,11/1,NULL,NULL,NULL,NULL,NULL,NULL,"44100.0 EUR","14000.0 EUR","7000.0 EUR","4900.0 EUR",NULL,NULL,NULL,NULL,8,6,7,5,2,15,3,14,10,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:46","2020-01-13 11:17:46"
42,560197,2020-01-12,15:25,1578853500000,"Prix Association Nationale Des Turfistes  - Attele",Vincennes,TURF,"8YO plus",16,"Charmeuse Royale (1/1), Belle Louise Mabon (5/1), Classic Haufor (13/2), Black Jack From (7/1), Cash Du Rib (8/1), Visitor (12/1), Carioca De Lou (25/1), Azur Des Caillons (25/1), Carlo De Carsi (25/1), Archibald (40/1), Atoll Danover (50/1), All Feeling (50/1), Carat Gede (50/1), Cyriel D'Atom (50/1), Very First (80/1), Candidat D'ortige (80/1)",6,2,8,9,26,26,51,51,51,51,13,26,41,81,7.5,81,NULL,NULL,NULL,NULL,NULL,5/1,1/1,7/1,8/1,25/1,25/1,50/1,50/1,50/1,50/1,12/1,25/1,40/1,80/1,13/2,80/1,NULL,NULL,NULL,NULL,NULL,"42210.0 EUR","13400.0 EUR","6700.0 EUR","4690.0 EUR",NULL,NULL,NULL,NULL,7,5,9,2,14,15,6,8,16,13,3,4,1,10,12,11,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:46","2020-01-13 11:17:46"
43,560198,2020-01-12,16:00,1578855600000,"Prix Djerid - Monte",Vincennes,TURF,"5YO plus",8,"Carly (13/8), Vertige De Chenu (3/1), Eros Du Chene (10/3), Gross Weight (11/2), Daida De Vandel (6/1), Vivier De L'Oison (33/1), Accord Marjacq (33/1), Volcan De Bellande (50/1)",7,4.33,2.63,6.5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6/1,10/3,13/8,11/2,33/1,3/1,50/1,33/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"56700.0 EUR","18000.0 EUR","9000.0 EUR","6300.0 EUR",NULL,NULL,NULL,NULL,1,2,7,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:47","2020-01-13 11:17:47"
44,560199,2020-01-12,16:35,1578857700000,"Prix De Machecoul  - Attele",Vincennes,TURF,"5YO only",14,"Fervente (5/2), Fantasia Dream (4/1), Famous Star (9/2), Fortuna (5/1), Fille De La Ferme (13/2), Fee Lucernaise (11/1), Flore Merite (18/1), Feline De Calvi (18/1), Fine Perle Du Gite (22/1), Fleur Des Jades (25/1), Forgaria (30/1), Folle De Toi (33/1), Fiable (33/1), Fidenza (40/1), Fiona De Bailly (50/1)",6,19,5.5,5,19,3.5,7.5,34,34,26,12,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,5/1,18/1,9/2,4/1,18/1,5/2,13/2,33/1,33/1,25/1,11/1,30/1,40/1,50/1,22/1,NULL,NULL,NULL,NULL,NULL,NULL,"20790.0 EUR","6600.0 EUR","3300.0 EUR","2310.0 EUR",NULL,NULL,NULL,NULL,7,1,6,8,11,4,2,13,15,10,9,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:47","2020-01-13 11:17:47"
45,560200,2020-01-12,17:10,1578859800000,"Prix De La Capelle  - Attele",Vincennes,TURF,"4YO only",12,"Gloria Du Gers (11/8), Geisha Du Poncelet (5/1), Green Tower (11/2), Great Tigress (7/1), Guenievre De Brett (9/1), Gutsy (9/1), Goldie Du Choquel (14/1), Geisha Ceijy (20/1), Guccia (22/1), Gazelle Senoville (25/1), Gerbora Franca (33/1), Gaella (40/1)",6,2.38,41,15,10,23,6.5,10,26,8,34,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5/1,11/8,40/1,14/1,9/1,22/1,11/2,9/1,25/1,7/1,33/1,20/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"20790.0 EUR","6600.0 EUR","3300.0 EUR","2310.0 EUR",NULL,NULL,NULL,NULL,9,6,4,12,1,3,11,10,7,8,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:48","2020-01-13 11:17:48"
46,560228,2020-01-12,17:50,1578862200000,"Race 1 - Maiden Special Weight",Aqueduct,DIRT,"3YO only",6,"Sengekontacket (6/4), Rude Awaking (9/4), Common Courtesy (3/1), Make Or Break (13/2), Venus Oyzo (10/1), Elizabeth T (16/1), All About Reyana (40/1)",3.25,4,2.5,7.5,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9/4,3/1,6/4,13/2,10/1,16/1,40/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"42840.0 USD","13600.0 USD","6799.0 USD","4760.0 USD",NULL,NULL,NULL,NULL,2,5,7,4,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:48","2020-01-13 11:17:48"
47,560229,2020-01-12,18:21,1578864060000,"Race 2 - Claiming",Aqueduct,DIRT,"4YO plus",4,"Wisconsin Night (8/15), Teletype (5/2), Abraxan (10/3), Lookbothways (9/2), Bourbon High (10/1), Appreciate (12/1)",5.5,4.33,13,1.53,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9/2,10/3,12/1,8/15,5/2,10/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"22680.0 USD","7200.0 USD","3599.0 USD","2520.0 USD",NULL,NULL,NULL,NULL,3,5,2,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:48","2020-01-13 11:17:48"
48,560230,2020-01-12,18:54,1578866040000,"Race 3 - Claiming",Aqueduct,DIRT,"4YO plus",5,"Shalako (7/4), Orpheus (2/1), Royal Albert Hall (2/1), Street Trust (4/1), Tale Of Mist (5/1), Mohican (6/1), Tour De Force (8/1)",7,3,9,5,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6/1,2/1,8/1,4/1,2/1,5/1,7/4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"28980.0 USD","9201.0 USD","4600.0 USD","3220.0 USD",NULL,NULL,NULL,NULL,5,3,2,6,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:49","2020-01-13 11:17:49"
49,560231,2020-01-12,19:25,1578867900000,"Race 4 - Maiden Special Weight",Aqueduct,DIRT,"3YO only",10,"Micromillion (5/2), Dancing Kiki (7/2), Wear My Ring (7/2), Sure Stitch (4/1), I'm Fine (11/2), Goosarella (10/1), Gringotts (16/1), Havin' A Party (40/1), Bella Domenica (50/1), Kilkea (50/1)",5,4.5,3.5,6.5,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4/1,7/2,5/2,11/2,10/1,50/1,7/2,16/1,50/1,40/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"37800.0 USD","12000.0 USD","6001.0 USD","4200.0 USD",NULL,NULL,NULL,NULL,9,10,1,5,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:49","2020-01-13 11:17:49"
50,560232,2020-01-12,19:55,1578869700000,"Race 5 - Allowance",Aqueduct,DIRT,"4YO plus",11,"Prairie Fire (11/8), Collegeville Girl (5/2), Overtime Olivia (6/1), Quietude (15/2), Tayler's The Boss (12/1), Wailin Josie (12/1), My Last Million (16/1), Today Comes Once (20/1), Saratoga Style (25/1), Ella's Song (28/1), Eye's On You (33/1)",2.38,3.5,8.5,13,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11/8,5/2,15/2,12/1,33/1,28/1,25/1,6/1,12/1,16/1,20/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"40320.0 USD","12800.0 USD","6400.0 USD","4480.0 USD",NULL,NULL,NULL,NULL,1,2,6,9,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:50","2020-01-13 11:17:50"
51,560233,2020-01-12,20:25,1578871500000,"Race 6 - Allowance Optional Claiming",Aqueduct,DIRT,"4YO plus",7,"Viradia (7/4), She Takes Charge (2/1), More Mischief (3/1), Unbridledadventure (11/1), Elegant Zip (12/1), Mary's Girl (14/1), Might Be (20/1), Cathy Naz (25/1)",4,15,12,13,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3/1,14/1,11/1,12/1,2/1,20/1,25/1,7/4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"42211.0 USD","13400.0 USD","6700.0 USD","4690.0 USD",NULL,NULL,NULL,NULL,7,8,6,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:50","2020-01-13 11:17:50"
52,560234,2020-01-12,20:55,1578873300000,"Race 7 - Stakes",Aqueduct,DIRT,"3YO only",4,"Dream Bigger (8/13), Scilly Cay (15/8), Convict (3/1), Harris Bay (8/1), Notorious Flirt (14/1)",2.88,9,1.62,15,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15/8,8/1,8/13,14/1,3/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"63000.0 USD","20000.0 USD","9999.0 USD","7000.0 USD",NULL,NULL,NULL,NULL,5,3,4,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:51","2020-01-13 11:17:51"
53,560235,2020-01-12,21:24,1578875040000,"Race 8 - Maiden Claiming",Aqueduct,DIRT,"3YO only",7,"Wesworld (3/1), Bronze Lion (3/1), Catzalionbythetale (3/1), Future Book (9/2), Kilmarknock (9/2), Mo Lightning (5/1), False Alarm (14/1), Our Papa G (33/1)",5.5,5.5,4,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9/2,9/2,3/1,3/1,14/1,5/1,3/1,33/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"25830.0 USD","8200.0 USD","4100.0 USD","2870.0 USD",NULL,NULL,NULL,NULL,8,4,5,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:51","2020-01-13 11:17:51"
54,560213,2020-01-12,20:45,1578872700000,"Race 1 - Maiden Claiming","Golden Gate Fields",DIRT,"4YO plus",7,"Miss Indefatigable (11/8), Perfect Edition (9/4), Ancona (10/3), Bank Of Many (9/1), Terajoule (11/1), Willowglade (20/1), Sweet Chayane (40/1)",2.38,3.25,4.33,41,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11/8,9/4,10/3,40/1,11/1,20/1,9/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"6930.0 USD","2200.0 USD","1100.0 USD","771.0 USD",NULL,NULL,NULL,NULL,4,6,1,3,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:51","2020-01-13 11:17:51"
55,560214,2020-01-12,21:16,1578874560000,"Race 2 - Claiming","Golden Gate Fields",DIRT,"4YO plus",6,"Live It Well (13/8), Dreaming About You (7/4), Loretta (9/2), Jaimi James (8/1), American Royalty (8/1), English Empress (28/1)",2.75,9,5.5,2.63,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/4,8/1,9/2,13/8,28/1,8/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7560.0 USD","2400.0 USD","1201.0 USD","840.0 USD",NULL,NULL,NULL,NULL,3,1,4,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:17:52","2020-01-13 11:17:52"
